date,bank,useful_count,rating,review,sentiment
"Jan 20, 2020",Axis Bank,0,3.5,"I have Axis Bank salary account which I am holding for past 4 years. I am using net baning service as well as mobile banking service. It is used for money transfer, recharge and for credit card bill payment . The customer service is average and banking service  is good to me.",negative
"Jan 20, 2020",SBI,0,4.5,I am holding a salary come saving account  from SBI for more than 12 years. There is no hidden charges in this bank. But need to maintain a minimum balance of 1000 rupees. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. ATM charges are avail of 22 rupees if I use  more than 5 times with same bank and  other banks more than 3 times in a month.,positive
"Jan 20, 2020",Kotak,1,5,I have kotak Mahindra Salary account which i am using for the past 3 years .I am using net banking service as well as mobile banking service both are used for money transfer .If have any queries need to contact customer service .Secure transaction with safe banking service .,positive
"Jan 20, 2020",HDFC Bank,0,4,I have been holding savings account with HDFC bank for the past 10 years. I have to maintain minimum balance of Rs.10k. The rate of interest was nominal and also no charges for debit card. Customer service and responsiveness are  good and the interest rate for savings is little high.,positive
"Jan 20, 2020",SBI,0,5,I am holding a saving account  from SBI for more than 4 years. There is no hidden charges in this bank. It is a  zero balance account. I am using mobile app and net banking both are user friendly to access. I use to get an alert messages from bank whenever I do a transactions.,positive
"Jan 20, 2020",SBI,0,5,"SBI is a very good bank, their executive is understanding the customer concern well and ready to help at any cost. I have been using the savings account for last 5years and i no need to maintain any minimum balance, because this is salary comes savings account.",positive
"Jan 20, 2020",IndusInd Bank,2,5,"I have a saving account with INDUSIND bank, since i am using this account more than 4 years. This is salary cums savings, so i no need to maintain minimum balance. Mobile application is user friendly to access. No charges for other banks withdrawn. I am using Internet banking that was good.",positive
"Jan 20, 2020",Axis Bank,1,4,"I am using AXIS Bank salary account for the past 5 years.  Frequently I use net banking service as well as mobile banking service for money transfer ,to pay EMI and to check the account transaction details. The banking service and customer service are quite average.",positive
"Jan 20, 2020",Citibank,1,5,"My salary account is maintained with CITI bank for nearly 2016 and till now there was no issues. The rate of interest is very less for the loans and there is no hidden charges. But i have not tried,  moreover its a friendly bank according to my experience. I am using their online service which is very excellent. No need to maintain minimum amount.",positive
"Jan 20, 2020",IndusInd Bank,6,2,"When I was working in my previous company, they have offered me a salary account with Indusind bank. I have used this account for last 2 years. Most of the time, their servers are down and ATM is not good even if i visit the branch for any request, they asked me to provide a written letter as well. If I do cash deposit from other bank ATM to  this bank account, they are taking a extra charges of Rs. 60.",negative
"Jan 20, 2020",Kotak,0,5,I am  using Kotak Mahindra bank  mobile app for past 1.5 years since I opened the account their response is okay. No need to maintain any minimum balance in this account since its a salary account. I have not find any issue by using their debit card and yearly once they are giving offers for debit card.,positive
"Jan 20, 2020",SBI,0,3,"I am doing all my transactions through SBI . Its been 7 years I am holding this saving account. There is requirement for minimum balance , so I am keeping some balance on a monthly basis. The branch is near by to my residence and also the customer service need to improve.",neutral
"Jan 20, 2020",HDFC Bank,0,5,"I have been holding salary account with HDFC bank for the past 3 months.  The customer service and response are  good.  If I call the customer care also, they responding properly. This is a zero balance account, so no need to maintain minimum balance.",positive
"Jan 20, 2020",Axis Bank,0,5,I am holding the salary account for last 3 years from AXIS bank. Their executive came to my office to given this account and they have provided me a cheque book and debit card after 2 days. Its a zero balance account to use. Bank experience was good and the branch  is not that much crowded. I am getting the notification immediately when I do a transaction.,positive
"Jan 20, 2020",Kotak,0,5,I am holding KOTAK bank salary account for more than 3.5 years. No need to maintain a minimum balance amount. There is no SMS charges for this account. The best in this bank is mobile app and net banking both are user friendly to access. ATM and branches are near within a kilometers from my place. If I use other bank ATMs for N number of transaction there will be no charge. I use to get offers message from their end.,positive
"Jan 20, 2020",HDFC Bank,3,5,"Its been 4- 5 years, i am using HDFC bank account. Its a zero balance account for a salary account holder.um balance. They have provided me a debit card and also i got the cheque book. Customer service was good and also they given a domestic credit card.",positive
"Jan 20, 2020",Kotak,0,3,I have been using KOTAK MAHINDRA BANK saving account for more than 2-3 years. The branch services are good but if I contact there will be no proper response. No hidden charges for this account but charges only  for cheque book. I use to get offers message from their end.,neutral
"Jan 20, 2020",Kotak,0,4,I have opened a saving account with KOTAK bank for my personal need before 2 years ago. I use to get offer message from their end. Each and every transaction is safe and secured. Their service is good. The main benefit is no need to maintain amount in this account on monthly basis.,positive
"Jan 20, 2020",HDFC Bank,0,3,I have been using salary account from HDFC bank for the past 7 years. No need to maintain a minimum balance account since its salary account. So far I have not felt any hidden charges from their end. ATM and branches services are good.   I use to get alert message on time.,neutral
"Jan 19, 2020",SBI,0,2.5,I have a saving account with SBI for past 10 years. The yearly maintenance charges for debit card is around Rs.500. Minimum balance want to maintain is Rs.1500. Customer support cannot be connected easily. I am not getting any offers like personal loan which is drawback,negative
"Jan 19, 2020",SBI,0,4,I have been holding SBI saving account for more than 15 years. Need to maintain a minimum balance of 1000 rupees if not sustain on monthly charges are applicable of high. I use to get remainder message to maintain an amount. SMS charges are applicable on annual basis of 200 rupees. Their service is good.,positive
"Jan 18, 2020",HDFC Bank,0,4,I am holding salary account with HDFC bank for more than a year. No need to maintain a minimum amount since its salary account. I had not faced any hidden charges.  I use to get alert message on time from their end.  ATM and branches service are  good.,positive
"Jan 18, 2020",HDFC Bank,0,3.5,"I have been holding salary account from HDFC bank for the past 2 years. Sometimes they have done  cheque bounces for that they have charged  high  from my account hence I'm planning to change my salary account because they are taking so much amount from my account without any prior intimation. If i call the customer care also, they won't respond properly hence I'm fed up of this account.",negative
"Jan 18, 2020",SBI,0,5,"I have opened the salary account from State Bank of India on 8 years ago. Its a zero balance account since its a salary account. Their net banking facility is really good and i don't find any issue on that. Banking service is really good. They are not taking any kind of extra charges. They gave me a withdrawal limit of Rs. 40,000 per day from the ATM.",positive
"Jan 18, 2020",SBI,0,4,"SBI branch is nearby my office thats the reason i am operating this account. For depositing the money, it was hectic, they should have enough CDM's. They don't have proper ATM and the banking service is not good but their net banking facility is really good. Whenever i go for deposit through CDM, they are opening the center by 10am. Customer support doesn't help me any time in the branch so would suggest them to improve the service.",positive
"Jan 18, 2020",SBI,0,4.5,I am doing all my transactions through SBI . Its been 2.5 years I am using  salary cum saving account. There is no requirement for minimum balance but am keeping some balance on a monthly basis. The branch is near by to my residence and also the  customer service was good.,positive
"Jan 18, 2020",HDFC Bank,0,5,I have opened a salary account from  HDFC bank for more than 4 years ago. No need to maintain a minimum balance account and no hidden charges as well. ATM charges are avail for each transaction.  Mobile app and net banking both are user friendly to access.,positive
"Jan 18, 2020",SBI,0,4,"My salary account is maintained in State Bank of India nearly 28 years and till now there was no issues. The rate of interest is very less for the loans and there is no hidden charges. Moreover i am using the online service which is very good. Customer service was not good, need to improve.",positive
"Jan 18, 2020",Kotak,5,5,I had opened my salary account from KOTAK  bank and  using for the past 3 years. The sales executive has came to my office to open this account. Net banking facility is easy to understand. Its a zero balance account. I never visited their branch for any kind of complaints.,positive
"Jan 18, 2020",Kotak,0,5,"Its been 10 years with Kotak Mahindra , This is my salary comes savings account which was provided by my company. The process was simple and bank person came to my office for documentation and the interest rate is good. Customer service and responsiveness was also good.",positive
"Jan 17, 2020",HDFC Bank,1,2,"I am having a savings account from HDFC and whenever I'm going to their branch for any kind of query they are delaying the process. They have changed my salary account to savings account without any information but they have charged me some amount also by saying its because of the non balance maintenance. When i complaint with the bank staff, they are not ready to help me out and they said its a RBI rule.",negative
"Jan 17, 2020",SBI,0,3.5,"I have to go to their SBI branch for any kind of update in my profile and need to give a physical letter to be submitted in the branch. If i do it through online, i just a reference number alone but nothing will change unless or until giving the physical letter in the branch. More than 25 years, i am using this account. They have given lot of option in online but still human intervention is there.",negative
"Jan 17, 2020",Citibank,2,5,"There is no challenges in CITI bank wherever i go like other countries there is no change in their service. From CITI bank, I'm holding the salary account for 13 years. Its a zero balance account if i'm traveling to other countries hence they will allow the customer to access the over draft balance based on the salary. They don't charge anything for using of other bank ATM. They will allow us to the use any of the ATM across the globe.",positive
"Jan 17, 2020",SBI,2,4,SBI is a very good bank and their executive is not understanding the customer concern and not ready to help at any cast which they need to improve on. I have been using the savings account from past 8 years. It is a zero balance account so no need to maintain minimum balance.,positive
"Jan 17, 2020",SBI,0,5,"In SBI, they are not taking any kind of hidden charges. I use my salary account from SBI from the year of 2014. I need to maintain a minimum balance of Rs. 1000. Its convenient to use the net banking facility. For withdrawing the money, i visit the branch and they are giving good response.",positive
"Jan 17, 2020",Kotak,0,5,"In Kotak mahindra bank, i hold my salary account and i am using this account for last 4 years. Its good to use the Internet banking and mobile app facility. I have visited their branch and the response is really good. I found the ATM is nearby  my residence. Sometimes I'm getting offers on debit card also.",positive
"Jan 17, 2020",HDFC Bank,0,5,"I have been using my savings account with HDFC for more than 4.5years and its been very good experience.This is a zero balance account, because this is salary comes savings account.This is a domestic card and the customer service and responsiveness was good.",positive
"Jan 17, 2020",Kotak,0,4,"I have been using savings account with KOTAK for more than 2 years and its been very good experience. They are giving 6% interest rate for savings account and its okay. I'm using mobile banking good for checking balance and to do transactions. Their application is easy to access, no need to maintain minimum  balance, because this is salary comes saving account.",positive
"Jan 17, 2020",HDFC Bank,2,5,"In the year of 2016, i have opened the salary account with HDFC. Its a zero balance account. I have visited Bachupally branch in Hyderabad and the response was really good. The branch is located near to my office. I can find all the branches and ATMs in all the places and i am receiving the OTP immediately whenever I'm doing the transaction.",positive
"Jan 16, 2020",Citibank,0,5,I am holding a salary account with CITI bank for more than 2 years. It is a zero balance account and no hidden charges are avail.  Offers message I use to get on time based on my eligibility. ATM and branches services are good.  Each and every transaction is safe and secured.,positive
"Jan 16, 2020",SBI,0,5,SBI service is good and I am glad to have an account here. I have opened an account on 3 years before. No need to maintain a minimum amount. There is no any hidden charges. ATM and branches are bit far away from my place.  So far I had not faced any charges for SMS alert and ATM withdrawals.,positive
"Jan 16, 2020",Kotak,0,5,I am holding saving account with KOTAK bank for more than 3 years. Need to maintain a minimum balance of 5K. The charges are high of 300 rupees for non maintenance. SMS charge is also available of 15 rupees once in 3 or 6 months. I use to get offers message on time.,positive
"Jan 16, 2020",HDFC Bank,0,5,I have opened a salary account  from HDFC bank. I have been holding this account for more than 5 years. Their service is prompt to the customer. I do get alert message on time whenever I do a transaction. ATM charges are avail if  I use more than 5 times in a month. I use to get offer message from bank end.,positive
"Jan 16, 2020",SBI,0,5,"My savings account was taken from State bank of India and i opted this account for 7 years back. For the scholarship purpose, i opened this account. I have converted my student account into normal savings account so now i need to hold the balance amount of Rs. 1000. I don't use this account for last 2 years hence the account has been blocked.",positive
"Jan 16, 2020",HDFC Bank,1,5,HDFC is giving many offers for the salary account holder. Its been 4.5 years since i am holding the salary account with them. Its a zero maintenance account. They are giving offers like based on my purchase they are providing some reward points.Even I receive offer for personal loan and vehicle loan based on my transactions.,positive
"Jan 16, 2020",Axis Bank,0,5,"I had opened a saving account with AXIS bank  on 10 years back for my personal need.  Mobile app is user friendly to access. But they have tied with courier service is not good. No proper update from their end. In this account need to maintain an amount of 10K, if not charges are high.",positive
"Jan 16, 2020",SBI,0,4,"In SBI, they are taking some un-wanted charges. From the year of 2012 onwards, i am having this salary account. I am maintaining a minimum balance of Rs. 3000. In branch, i opened this account and the response was good even though the branch was crowded but the staffs are very helpful.",positive
"Jan 16, 2020",HDFC Bank,0,4,I have been holding a salary account with HDFC bank for more than 4 years. No need to maintain a minimum balance account and I have not faced any hidden charges with them. I use to get alert message or mail on time whenever I do a transaction. Overall their service is good.,positive
"Jan 16, 2020",Axis Bank,0,5,"Its been around 6 years, i am holding this salary account from Axis bank and i have not faced any trouble on this account. They do provide offers for Axis bank debit card. Its a zero balance account. I used to visit the branch on a rarely basis and the response was good because the staff support was helpful.",positive
"Jan 14, 2020",SBI,0,5,I have been holding a saving account  from SBI for more than 10 years. Need to maintain a minimum balance of 3K if not maintain an amount charges are applicable of 176 rupees. Till now I have not faced any hidden charges. I am using mobile app and it is user friendly to access. Whenever I do a transactions I use to get an alert messages from bank. SMS charges are avail on 6 months once the amount of 35 rupees.,positive
"Jan 14, 2020",HDFC Bank,2,5,"I have opened a salary account  from HDFC bank. I have been holding this account for more than 4 years. Their service is prompt to the customer and resolved the query on time. ATM charges are available, if I use the debit card more than 5 times in a month. I use to get offer message from bank end.",positive
"Jan 14, 2020",SBI,1,3.5,SBI service is good and I am happy to  have an account with them. For my personal need I have opened an account on 6 years before. Need to maintain a minimum amount of 3K if not charges are applicable. There is no hidden charges. But ATM and SMS charges are avail on quarterly basis.,negative
"Jan 14, 2020",Axis Bank,0,3.5,I have been holding salary account with AXIS bank for more than 7 months. After banking hour If I deposit money in ATM they are making some charges on monthly basis. Mobile app is good to use. ATM charges are avail on monthly basis.  Their service is good.,negative
"Jan 14, 2020",HDFC Bank,0,4,I have opened an account for a salary with HDFC bank on 5 years ago. Since it is a salary account no need to maintain a minimum balance. I use to get alert message on time whenever I do a transaction. It is user friendly to use mobile app and net banking service. So far I haven't faced any ATM charges.,positive
"Jan 14, 2020",SBI,0,5,I am holding a salary  account  in SBI  for more than 20  years. There is no hidden charges in this bank. It is a  zero balance account. I am using mobile app and net banking both are  user friendly to access. I use to get an alert messages from bank whenever I do a transactions. ATMs and branches  services are good.  I use to get some offer messages from their end.,positive
"Jan 13, 2020",Axis Bank,0,5,Its been one year with Axis Bank and their interest rate is really good. They are providing 7% for savings. Its easy to contact the customer service anytime. Its a zero balance account. Their net banking and mobile app is quite comfortable to access. I got a domestic debit card.,positive
"Jan 13, 2020",Axis Bank,5,5,"Its very excellent with Axis Bank and am using the salary account for more than 4 years. There was no extra charges for ATM withdrawal and I can send the money immediately through online banking, RTGS service is fine. The interest rate is negotiable only GST is higher around 18% for EMI conversion on credit card.",positive
"Jan 13, 2020",HDFC Bank,0,5,"I have completed 8 years with HDFC BANK, my salary account is a zero balance. The charges are applicable for withdraw. There was no difficulties with net  banking. I have called the customer service and the response was happy. I got a domestic debit card.",positive
"Jan 13, 2020",HDFC Bank,0,5,I am holding saving account with HDFC bank for more than 5 years. It is saving comes salary account. No need to maintain a minimum balance account and no charges are avail. ATM and branches are avail. I am using both mobile app and net banking both are user friendly to access.,positive
"Jan 12, 2020",Punjab National Bank,0,4,"My salary account is maintained in PNB Bank for nearly 10 years and till now there was no issues. The rate of interest not sure, moreover its a friendly bank according to my experience. I am using the online service which is very good, recently 1 year getting issue not getting message when i withdrawn cash , over all it is good service.",positive
"Jan 12, 2020",Kotak,0,3,"In the year of 2019 may, opened my savings account. I have selected KOTAK because it is a salary account. Their ATM service is very less. It is very convenient to use their Internet banking facility, Google pay, phone pay. They are taking additional charges so much. Need to improve in customer service. I spoke to  6 different member in a week and also for net banking spoke to 2 people nicely.",neutral
"Jan 12, 2020",Kotak,0,4.5,"I have opened a savings account with KOTAK MAHINDRA before 1.5years. I have selected Kotak  because of the good service. This is a salary comes savings account, no need to maintain minimum balance. I am using USA transaction with this account, i can do transaction within a minute in this website. This bank has very less ATM center. I got an international card i can use in both India and abroad and its very convenient to use their Internet banking facility, mostly i use application only. They are not taking any kind of additional charges.",positive
"Jan 11, 2020",SBI,0,5,I have State Bank Of India salary account almost 2 years .I am using net banking  service as well as mobile banking service both are very user friendly .I am using this servie for money trasfer and to check transaction details .Each and every transacton is safe and secure .There was no fraudulent transaction happend so far.,positive
"Jan 11, 2020",SBI,0,5,I have been holding  a saving come salary account with SBI for more than 1.5 years. It is a zero balance account and so far I have not felt any hidden charges  for this account. ATM and branches are everywhere. I am not using mobile app yet. Each and every transaction is safe and secured.,positive
"Jan 10, 2020",Kotak,0,4,I have opened a salary account with KOTAK Bank for more than 2 years. No need to maintain a minimum balance and some hidden charges are avail on every 3 months regarding for cheque maintenance and ECS. They use to detect the amount of 119 rupees. Since I have been holding this account for many years but still now I haven't received any offer message.,positive
"Jan 10, 2020",Canara Bank,1,4,I am holding a saving account with CANARA Bank for more than 15 years. So far I haven't received any offer message. No need to maintain a minimum balance and some hidden charges are avail on every 3 months regarding for cheque maintenance and ECS. They use to detect the amount of 80 rupees.,positive
"Jan 10, 2020",SBI,0,5,"My salary account is associated with SBI for past 17 years which belongs to Defence Civilian and there is no specific advantage on this account. Only I get an offer for pre approved loan. There is no need to maintain for minimum balance. I went to the branch and done KYC updation by today, am satisfied with the response. The drawback is they don't have sufficient CDM and need to avoid extra charges.",positive
"Jan 10, 2020",HDFC Bank,0,4,"My salary account is in HDFC bank, I am holding this policy since 12 years. Once in 6 months there are charging Rs. 300 for card charges, so no need to maintain minimum balance. The customer service was good, interest rate is little bit high, need to work on interest.",positive
"Jan 10, 2020",HDFC Bank,1,5,I have been holding an account for a saving with HDFC bank for more than 2 years. There is no hidden charges in this bank. Being a salary account no need to maintain minimum balance. I am using mobile app and net banking both are user friendly to access. I am getting an alert messages from bank whenever I do a transactions.,positive
"Jan 10, 2020",HDFC Bank,5,5,"My company has provided a salary account from HDFC bank . I am using this account for the last 2 years. Its a zero balance maintenance account. Their mobile banking facility is good and easy to activate. I called the customer care service and their response is very good. I have done lots of transaction from this account. Whenever I called them, they guide me in a proper way.",positive
"Jan 10, 2020",SBI,0,5,I am holding saving account with SBI for more than 10 years. Need to maintain a minimum balance account. Some time hidden charges are avail and deduct some amount. ATM and branches are near. Net banking is user friendly to access. ATM charges are avail in this bank.,positive
"Jan 09, 2020",HDFC Bank,0,5,I am holding a salary account with HDFC bank for more than 5 years. There is no hidden charges in this bank. It is a zero balance account. I am using net banking and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. ATM and branches are near to reach them directly.,positive
"Jan 09, 2020",SBI,1,2,"I will not recommend SBI account to anyone because I'm not satisfied with their banking services first of all the employers are providing late services to the customer. I have opened this account since 7 years. I  have to maintain minimum balance,  i don't mind to maintain, but i am maintaining  some balance. Need to improve in service.",negative
"Jan 09, 2020",Kotak,1,3.5,I have taken  Kotak Mahindra bank savings account 4 months ago hence I don't have much experience with this account. I opened this account through an online. Its a 811 account. I have activated all the digital bank facility and I applied the cheque facility through an online.  Already my documents have taken from the collection executive when he came to my home.,negative
"Jan 09, 2020",HDFC Bank,0,5,I have opened my account with HDFC bank on 12 years before and it was my salary account. Since I'm employee of this bank so  they have provided me a zero balance maintenance account. I'm not using net banking facility. Before 3 years some amount got deducted in my account regarding this I called the customer care and I went to the branch but the response was very bad because they were not helpful at all. They have used unwanted words to the customer.,positive
"Jan 09, 2020",Punjab National Bank,4,5,I have taken savings account from Punjab National Bank almost 4 years before and it was my earlier company salary account later I left from the company. So  I'm doing only transaction from this account. It was a zero balance and  It was a hassle free account to use. I have not used an online banking and mobile application.,positive
"Jan 09, 2020",SBI,0,5,"SBI is a good account to use because my transactions are smoothly going on. Any issues, I'm not facing from the bank side. SBI net banking service is very good. I have visited the main branch in my city and the response was prompt. Charges are there for a NEFT and IMPS transactions.",positive
"Jan 09, 2020",IDBI,0,5,I have taken the salary account from IDBI bank on one year before because my company is depositing the money in this bank. Its a zero balance account. They are not taking any extra charges. They are not providing any offers for debit card. The card transactions are smooth because I don't find any error in the POS machine.,positive
"Jan 09, 2020",SBI,0,3.5,"I have been using SBI saving come salary account for more than 7 years. Need to maintain a minimum balance of 5K. The customer service is not good and no proper response from their end. There is lot of hidden charges are applicable on quarterly basis, they use to deduct the amount  of up to 399 rupees. ATM and branches are avail at every where.",negative
"Jan 09, 2020",HDFC Bank,5,5,I have been holding an account for a saving with HDFC bank for more than 17 months. There is no hidden charges in this bank. Being a salary account no need to maintain minimum balance. I am using mobile app and net banking both are user friendly to access. I am getting an alert messages from bank whenever I do a transactions. ATMs and branches are near to reach them directly. Need to improve in service.,positive
"Jan 09, 2020",Kotak,0,3,I have opened  811 savings account from Kotak Mahindra bank and my salary is getting credited into this account through NEFT transfer.  Almost 2 years before I took this account. I have not activated an  Internet banking and mobile app too. Response was really good in the branch. Its a zero balance account.,neutral
"Jan 08, 2020",Kotak,0,5,Kotak Mahindra bank service is good and they need to address the customer in the online banking. I went to their branch to open the savings account but my salary is getting credited into this account. Its a zero balance account. They have provided the cheque book in 2 days and debit card in 3 working days.,positive
"Jan 08, 2020",SBI,0,5,"I have opened my savings account  with SBI in the year of 2009. I have selected this bank because of the good service and I can find the ATM at anywhere. I have to maintain minimum balance of Rs. 15,000. Its convenient to use their Internet banking facility, but I am using YONO application . The branch experience is fine, they helped me a lot in many thing.",positive
"Jan 08, 2020",Axis Bank,0,5,Opened my salary account in Axis Bank and using for almost 7 months and its a zero balance maintenance account. Their Internet banking facility and mobile app is nice to use. I have not visited their branch till now since i don't faced any issue till now. They are not taking any kind of un-necessary charges.,positive
"Jan 08, 2020",SBI,1,1,Previously i was using the Savings account from State bank of India. I'm not satisfied with their services because i have given closure request twice but they haven't processed and they have sent me a debit card to my address which i have not received. I'm not maintaining any minimum balance since i have given the closure request.,negative
"Jan 08, 2020",SBI,0,5,I have a savings account from State Bank of India and the staffs are very helpful and the manager is very friendly to the customer. I have been holding this account for a long time and i have not faced any issue. I need to maintain a minimum balance of Rs. 3000. They are not taking any un-necessary charges till now. I won't do much transaction from this account.,positive
"Jan 08, 2020",Kotak,0,4,My salary account was opened from Kotak Mahindra bank. I went to the branch directly to open this account and the response was great from the employee side. I'm not using the Internet banking facility. Mobile app is convenient to use. They are not taking any kind of hidden charges.,positive
"Jan 08, 2020",SBI,3,5,"I  have been utilizing SBI savings account since 10 years.  I need to maintain a minimum balance of Rs. 5000. I have activated the net banking and mobile app. There is no additional charges for the ATM withdrawals. Long back, i visited the branch and the service was good.",positive
"Jan 07, 2020",IndusInd Bank,3,5,I am using Indusind Bank Salary account for the past 2 years .I am using net banking service  it is only used for money transfer. Even I can track transaction details through this service .There was no fraudulent transaction happened so far .If I contact customer service for any assistance  they are taking the responsibility and giving good response .,positive
"Jan 07, 2020",SBI,0,4,Earlier it was my salary account from SBI after that i have converted into savings account. They are deducting money un-necessarily from my account for not maintaining the minimum balance. There is no proper customer care service and many times I'm receiving a fake calls by asking the account number and OTP so I'm not using this account much.,positive
"Jan 07, 2020",HDFC Bank,0,4,"From my company, they have provided me a salary account in last August with HDFC BANK. Its a zero balance maintenance account. Their mobile banking facility is good and easy to activate. I called the customer care service and their response is very good. I have done lots of transaction from this account. Whenever i called them, they guide me in a proper way.",positive
"Jan 07, 2020",HDFC Bank,0,5,"6 years before, i have opened the salary account from HDFC. It is a zero balance account. I didn't called the customer care service but they do have a separate mail service hence i have used it. If i use the net banking facility, there is a option called to mail box, through that i used to communicate with them regarding my queries. Whatever they are promised time like 48 hours, before that i get a genuine response and if i need any further assistance, they will call me if i mentioned in the mail.",positive
"Jan 07, 2020",HDFC Bank,0,5,"I use my salary account with HDFC for almost 16 years. There is no need to maintain any minimum balance. Their net banking facility is very good and mobile app is better. I visited their branch and the response was prompt. They are not deducing any hidden charges. I can withdraw upto Rs. 10,000 in a day.",positive
"Jan 07, 2020",SBI,1,5,"I have been holding a saving account with SBI. I need to maintain a minimum balance of 5K, if not charges are applicable. There is some hidden charges are available on monthly basis of 120 rupees. Net banking service is good. I am not aware about ATM charges.",positive
"Jan 07, 2020",SBI,1,4,I will not recommend SBI account to anyone because I'm not satisfied with their banking services first of all the employers are providing late services to the customer. I have opened the account 7 years before with the help of my father since I'm not aware of the banking system. I'm maintaining a minimum balance of Rs. 1000. I don't get the sufficient money from the ATM and the behavior of the employee needs to be changed.,positive
"Jan 07, 2020",HDFC Bank,0,5,I am holding a salary  account  with HDFC  bank for more than 5 years. There is no hidden charges in this bank. It is a  zero balance account. I am using net banking and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. ATMs and branches are near to reach them directly.,positive
"Jan 07, 2020",HDFC Bank,0,5,I use my salary account with HDFC for more than 1 year. Their net banking facility is good to use. I have visited my home branch and the response was really good. Its a salary account so no minimum balance required but  I'm maintaining a minimum balance of Rs. 10000. Their mobile app is convenient to access in all the places.,positive
"Jan 07, 2020",Canara Bank,0,5,I am holding salary account with Canara  bank for more than 6 years. There is some hidden charges are avail. No need to maintain a minimum balance on this account. I use to get alert message on time from bank for each transaction. There are service charge are applicable on monthly basis of 200 - 300 rupees which is high.,positive
"Jan 06, 2020",HDFC Bank,0,5,I am holding a salary account with HDFC bank for more than 1 year. There is no hidden charges in this bank. It is a  minimum balance account. I am not using mobile app yet. I use to get an alert messages from bank whenever I do a transactions. ATMs and branches are near to reach them directly.,positive
"Jan 06, 2020",HDFC Bank,1,5,"I am using  HDFC bank saving account for almost 4 years. I have not faced any issues till now.  Since i have a salary account, so no need to maintain Its a zero balance account. There won't be any hidden charges. Customer service and responsiveness are  good.",positive
"Jan 06, 2020",SBI,0,4,I have been holding a saving account with SBI for more than 12 years. It is a zero balance account. There is some hidden charges are applicable. I am not using mobile app and net banking yet. ATM charges are applicable if I use more than 4 times in a month.  I would suggest to reduce charges for this account.,positive
"Jan 06, 2020",HDFC Bank,0,5,Customer will get all kind of offers through messages from HDFC bank.  I can activate all the facilities through mobile app and online banking. They won't allow the customer to go other bank. Interest rate is less for an existing customer  when I compared to other banks. I have not faced any issue as of now.,positive
"Jan 06, 2020",HDFC Bank,0,5,I have HDFC Bank Salary account which i am using for the past 3 years .I am using net banking service as well as mobile banking service  both are used for credit card bill payment and money transfer .There was no fraudulent transaction happend so far .Each transaction is safe and secure and if contact customer service for any assistance will get proper acknowledgement .,positive
"Jan 06, 2020",Kotak,0,5,I have been holding a saving account with KOTAK bank for more than a year. I have to maintain a minimum balance of 10K in this account. Their service is good. But there is no much ATMs near my place. It is user friendly to access.  I use to get an alert message on time from their end.,positive
"Jan 06, 2020",SBI,0,5,I have been holding a saving account with SBI for more than 5 years. No need to maintain a minimum balance for this account and no hidden charges as well. ATM and branches services are good. I am using mobile app and net banking both are user friendly to access.,positive
"Jan 06, 2020",Axis Bank,0,4.5,I have opened a salary account from AXIS bank on 4 years before. It is zero balance account and there is some hidden charges are applicable for transaction purpose and it was high in this bank. I use to get offer message from bank end. ATM and branches are far to reach them directly.,positive
"Jan 06, 2020",HDFC Bank,0,5,"Opened my salary account with HDFC bank and i have been using this account since 2016. They are not taking any hidden charges. Its good to use the Internet banking and mobile app facility. There is no need of maintaining any minimum balance. In the branch, response was good.",positive
"Jan 05, 2020",Punjab National Bank,5,5,Earlier it was my salary account from Punjab National bank and now i have converted into savings account and the service is good since i hold the account for more than 15 years. Its quite convenient to use the  Internet banking facility. Response in the branch was really good.,positive
"Jan 05, 2020",SBI,0,5,"Above 25 years, i have been utilizing the benefits from SBI salary account. In this account, i need to maintain a minimum balance of Rs. 1000. I am not activated the net banking facility and mobile app. There is no additional charges for the ATM withdrawals. Very long back, i visited their branch and the response was very good.",positive
"Jan 05, 2020",SBI,0,4,"I opened the savings account from State bank of India and its been 2 years. In SBI, i need to maintain a minimum balance amount. I'm not using this account much because if i withdraw the money of minimum balance, they are charging some  amount. SBI banking services are average because their rules and regulations are not familiar with the new generation customer.",positive
"Jan 05, 2020",Canara Bank,1,4,"From previous company, they have provided me a salary account from Canara bank and i hold this account for almost 2 years. Its a zero balance maintenance account and the benefits are compared to other bank its less. They are charging me a additional charges of Rs. 89 for SMS alerts, applying the cheque book. There is no free service request from Canara bank.",positive
"Jan 05, 2020",Kotak,0,5,"From Kotak Mahindra bank, i have been using the salary account for 3.5 years. They are giving good services to the customer in terms of any services and charges. As i observed, Kotak is the first bank which gives higher interest rates based on the transaction in the savings account. They are giving more than 8% interest.",positive
"Jan 05, 2020",Citibank,0,5,I get buy 1 get 1 movie tickets offer in my CITI debit card. The minimum balance have to maintain is 1 lakh. I can convert into zero balance account giving the request to bank without any charges but there is a condition like I can use it for only one transaction. If it exceeds 5 transaction in a month then automatically changed to normal account. The penalty charges are very less so I am holding this account for past 6 years.,positive
